datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,hour,day,month,day_of_week,weekend,hour_sin,hour_cos,dow_sin,dow_cos,aqi_lag_1,aqi_lag_3,aqi_lag_6,aqi_lag_12,aqi_lag_24,aqi_rolling_mean_3,aqi_rolling_mean_6,aqi_rolling_mean_12,aqi_rolling_std_6,aqi_change,aqi_pct_change,pm25_pm10_ratio,no2_so2_ratio,co_no2_ratio,o3_no2_ratio,aqi_class,aqi_category
2026-05-12 17:32:16.861495,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,173.0,308.0,137.0,155.0,3.0,130.66666666666666,182.0,129.08333333333334,100.42708797928974,-170.0,-98.26589595375722,0.27061944860998965,0.05072463768115943,89.28037383177569,63.102803738317746,1,Good
2026-05-12 17:32:16.861495,89,124.18900000000001,0.01,0.098,67.52,0.38,35.19,119.966,0,17,12,5,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,3.0,216.0,175.0,3.0,61.0,88.33333333333333,167.66666666666666,136.25,107.51309997701055,86.0,2866.666666666667,0.2909081890779227,0.07101449275362319,113.10473588342441,61.49362477231329,2,Moderate
2026-05-12 17:32:16.861495,144,161.44570000000002,0.01,0.1372,67.52,0.38,52.785,167.95239999999998,0,17,12,5,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,89.0,173.0,217.0,85.0,112.0,78.66666666666667,155.5,141.16666666666666,104.91282095149286,55.0,61.79775280898876,0.31242527481113025,0.09942028985507247,141.96772775237426,59.37390080900457,3,Unhealthy for Sensitive
2026-05-12 17:34:23.831373,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,144.0,3.0,308.0,142.0,174.0,78.66666666666667,104.66666666666667,129.58333333333334,88.91494062679605,-141.0,-97.91666666666666,0.27061944860998965,0.05072463768115943,89.28037383177569,63.102803738317746,1,Good
2026-05-12 17:34:23.831373,92,124.18900000000001,0.01,0.098,67.52,0.38,35.19,119.966,0,17,12,5,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,3.0,89.0,216.0,3.0,242.0,79.66666666666667,84.0,137.0,70.3306476580445,89.0,2966.666666666667,0.2909081890779227,0.07101449275362319,113.10473588342441,61.49362477231329,2,Moderate
2026-05-12 17:34:23.831373,147,161.44570000000002,0.01,0.1372,67.52,0.38,52.785,167.95239999999998,0,17,12,5,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,92.0,144.0,173.0,87.0,417.0,80.66666666666667,79.66666666666667,142.0,64.29204201661872,55.0,59.78260869565217,0.31242527481113025,0.09942028985507247,141.96772775237426,59.37390080900457,3,Unhealthy for Sensitive
2026-05-12 17:34:23.831373,157,193.73484000000002,0.01,0.17836,67.52,0.38,73.89899999999999,218.33811999999998,0,17,12,5,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,147.0,3.0,3.0,137.0,3.0,132.0,105.33333333333333,143.66666666666666,57.995402116604616,10.0,6.802721088435382,0.33691817911086314,0.1292463768115942,164.41057062357854,57.299976238161506,4,Unhealthy
2026-05-12 17:34:23.831373,220,232.481808,0.01,0.21403199999999997,67.52,0.38,96.06869999999999,262.00574399999994,0,17,12,5,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,157.0,92.0,89.0,175.0,65.0,174.66666666666666,127.16666666666667,147.41666666666666,73.26504396140541,63.0,40.12738853503184,0.36527225047982226,0.15509565217391302,191.49561790792993,55.616326423026734,5,Very Unhealthy
2026-05-12 17:35:39.811084,340,278.9781696,0.01,0.25683839999999997,67.52,0.38,124.88931,314.4068927999999,0,17,12,5,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,220.0,147.0,144.0,217.0,121.0,239.0,159.83333333333334,157.66666666666666,114.41226624215896,120.0,54.54545454545454,0.3959625260288542,0.18611478260869566,221.96820975552626,53.72210142529063,6,Hazardous
2026-05-12 17:35:39.811084,280,232.481808,0.01,0.21403199999999997,67.52,0.38,96.06869999999999,262.00574399999994,0,17,12,5,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,340.0,157.0,3.0,308.0,182.0,280.0,206.0,155.33333333333334,92.20195225698859,-60.0,-17.647058823529417,0.36527225047982226,0.15509565217391302,191.49561790792993,55.616326423026734,5,Very Unhealthy
2026-05-12 17:35:39.811084,157,193.73484000000002,0.01,0.17836,67.52,0.38,73.89899999999999,218.33811999999998,0,17,12,5,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,280.0,220.0,92.0,216.0,223.0,259.0,216.83333333333334,150.41666666666666,79.00232064102086,-123.0,-43.92857142857143,0.33691817911086314,0.1292463768115942,164.41057062357854,57.299976238161506,4,Unhealthy
2026-05-12 17:35:39.811084,127,161.44570000000002,0.01,0.1372,67.52,0.38,52.785,167.95239999999998,0,17,12,5,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,157.0,340.0,147.0,173.0,265.0,188.0,213.5,146.58333333333334,82.86555376029295,-30.0,-19.108280254777064,0.31242527481113025,0.09942028985507247,141.96772775237426,59.37390080900457,3,Unhealthy for Sensitive
2026-05-12 17:35:39.811084,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,127.0,280.0,157.0,3.0,155.0,95.66666666666667,187.83333333333334,146.58333333333334,119.58163181135585,-124.0,-97.63779527559055,0.27061944860998965,0.05072463768115943,89.28037383177569,63.102803738317746,1,Good
2026-05-12 17:35:39.811084,99,124.18900000000001,0.01,0.098,67.52,0.38,35.19,119.966,0,17,12,5,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,3.0,157.0,220.0,89.0,3.0,76.33333333333333,167.66666666666666,147.41666666666666,123.21958718753554,96.0,3200.0,0.2909081890779227,0.07101449275362319,113.10473588342441,61.49362477231329,2,Moderate
2026-05-12 17:35:45.122796,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,99.0,127.0,340.0,144.0,85.0,35.0,111.5,135.66666666666666,104.31059390109908,-96.0,-96.96969696969697,0.27061944860998965,0.05072463768115943,89.28037383177569,63.102803738317746,1,Good
2026-05-12 17:35:45.122796,61,124.18900000000001,0.01,0.098,67.52,0.38,35.19,119.966,0,17,12,5,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,3.0,3.0,280.0,3.0,142.0,54.333333333333336,75.0,140.5,64.1373526114074,58.0,1933.3333333333333,0.2909081890779227,0.07101449275362319,113.10473588342441,61.49362477231329,2,Moderate
2026-05-12 17:35:45.122796,117,161.44570000000002,0.01,0.1372,67.52,0.38,52.785,167.95239999999998,0,17,12,5,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,61.0,99.0,157.0,92.0,3.0,60.333333333333336,68.33333333333333,142.58333333333334,55.39193683801529,56.0,91.80327868852459,0.31242527481113025,0.09942028985507247,141.96772775237426,59.37390080900457,3,Unhealthy for Sensitive
2026-05-12 17:35:45.122796,168,193.73484000000002,0.01,0.17836,67.52,0.38,73.89899999999999,218.33811999999998,0,17,12,5,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,117.0,3.0,127.0,147.0,87.0,115.33333333333333,75.16666666666667,144.33333333333334,65.65490588422676,51.0,43.58974358974359,0.33691817911086314,0.1292463768115942,164.41057062357854,57.299976238161506,4,Unhealthy
2026-05-12 17:35:45.122796,218,232.481808,0.01,0.21403199999999997,67.52,0.38,96.06869999999999,262.00574399999994,0,17,12,5,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,168.0,61.0,3.0,157.0,137.0,167.66666666666666,111.0,149.41666666666666,76.21285980725305,50.0,29.761904761904766,0.36527225047982226,0.15509565217391302,191.49561790792993,55.616326423026734,5,Very Unhealthy
